Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.0401286768440467,0.044786354278883514,0.035590240243213986,0.03762098029255867,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.040606548943058915,0.04203925663576776,0.03762097699517913,0.04156230017542839,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.042039257100356435,0.042875767518417485,0.0377402148188745,0.038337331265211105,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.0384565779140286,0.039412329386621675,0.036306600095669474,0.03821809962391853,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03821808949558073,0.03845656772249068,0.0378594547078511,0.03809793293476105,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03809793227151199,0.03821808883023986,0.03630658984184265,0.03630658984184265,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03630659502119405,0.03726234294326771,0.03630659502119405,0.037023864686489105,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03630658276792438,0.03726233036743855,0.03308252990130518,0.03415751829743385,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.03367966157574876,0.03535176362283963,0.033440264134569256,0.03487388789653778,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.0353517552553648,0.037740214165487944,0.03487387964217225,0.03678446635603905,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03738159385389058,0.038218104581470035,0.03642676141351556,0.0378594696521759,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.03809793294236032,0.038218089503203975,0.03654598444700241,0.03654598444700241,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.037262339684850924,0.03750082133771204,0.03463448672727667,0.03511236235499382,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03511237168738718,0.03606811977991009,0.03415753591710168,0.03475465252995491,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03487388446474216,0.03917292726629332,0.03487388446474216,0.03774021938443184,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.03821809105048545,0.04012867441099561,0.03821809105048545,0.03989019617438316,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.040606549986595034,0.04227865510828988,0.036068110249976006,0.0401286743581295,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.039172923343504154,0.0396507989749256,0.03726233997369304,0.03797869384288788,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.039172926260552285,0.03965080192755919,0.037500824420936295,0.03857581317424774,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.03821809105048545,0.04060655004009069,0.03774021542139037,0.03989019617438316,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.040606549986595034,0.04108442561506056,0.03797869360796913,0.0401286743581295,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.041084431749862316,0.042875774548724696,0.03869597240675459,0.04203926399350166,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.04824981082600015,0.05016131024982586,0.04430848687042844,0.045383475720882416,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.047294953571483486,0.04872766430944632,0.043233474882424794,0.043950747698545456,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.044428632832181465,0.04586134046411978,0.04156229841249846,0.0419200174510479,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.042994995306104934,0.043950746259228554,0.04012866160231089,0.04215940088033676,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04203925658907957,0.042278653974828745,0.04108442451361588,0.04180077835917473,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.042039251837776806,0.042039251837776806,0.038695961217748195,0.03893443942070007,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.040845026614921356,0.041084423997664106,0.037740213885928034,0.03809793293476105,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.03845657825735769,0.04036716206352458,0.03845657825735769,0.040247924625873566,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.03917292390026888,0.0420392585736621,0.03845657002089251,0.040845029056072235,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.04072577786758656,0.04275651714561243,0.04072577786758656,0.04215940088033676,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.042756538407303354,0.042756538407303354,0.040845035550516516,0.0414421521127224,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.04072578990346797,0.041442143752229654,0.039650797843933105,0.039650797843933105,54288000,0.0,0.0
1999-03-12 00:00:00-05:00,0.03989019054398851,0.03989019054398851,0.038218085656103976,0.03893443942070007,90768000,0.0,0.0
1999-03-15 00:00:00-05:00,0.039890204311079015,0.04108443404947738,0.03965080686976473,0.040606558322906494,108816000,0.0,0.0
1999-03-16 00:00:00-05:00,0.04084503690492161,0.04132291263496449,0.038934453140814465,0.039293088018894196,79152000,0.0,0.0
1999-03-17 00:00:00-05:00,0.039650781207888446,0.04036713475609389,0.03857579301631628,0.03953154385089874,51360000,0.0,0.0
1999-03-18 00:00:00-05:00,0.03965079706255068,0.040606548279297286,0.03869596500163443,0.04000943526625633,46320000,0.0,0.0
